floc,floc_description,work_order_id,work_order_basic_finish_date,work_order_desc,activity_type,level
TO000622,9.551KM 80A TURNOUT GRACEMERE-KABRA,57057781,2021-11-16,Gracemere Down - 80A - C23,C23,Electrical Turnout
TO000622,9.551KM 80A TURNOUT GRACEMERE-KABRA,57064600,2022-06-02,Gracemere Down - 80A - C23,C23,Electrical Turnout
TO000622,9.551KM 80A TURNOUT GRACEMERE-KABRA,57074401,2023-03-20,Gracemere Down - 80A - C23,C23,Electrical Turnout
TO000622,9.551KM 80A TURNOUT GRACEMERE-KABRA,57079325,2023-09-28,Gracemere Down - 80A - C23,C23,Electrical Turnout
TO000622,9.551KM 80A TURNOUT GRACEMERE-KABRA,57084570,2024-02-09,Gracemere 80A Down - C23,C23,Electrical Turnout
TO000623,168.964KM 12C/D TURNOUT BLUFF,57055765,2022-01-19,Bluff Up - 12CD - C23,C23,Electrical Turnout
TO000624,169.026KM 11A/B TURNOUT BLUFF,57046217,2021-07-25,Bluff Up - 11AB - C23,C23,Electrical Turnout
TO000625,178.223KM 11C/D TURNOUT BOONAL,57070784,2022-11-29,Boonal Up - 11CD - C23,C23,Electrical Turnout
TO000625,178.223KM 11C/D TURNOUT BOONAL,57088193,2024-04-04,Boonal 11CD UP - C23,C23,Electrical Turnout
TO000626,181.283KM 8C/D TURNOUT BOONAL,57070786,2022-11-29,Boonal Up - 8CD - C23,C23,Electrical Turnout
TO000627,189.372KM 8A/B TURNOUT BLACKWATER,57030492,2021-12-31,BLACKWATER T/O BR8A/B - C23,C23,Electrical Turnout
TO000628,189.806KM 7C/D TURNOUT BLACKWATER,57052711,2021-07-26,Blackwater Up - 7CD - C23,C23,Electrical Turnout
TO000631,96.469KM 7C/D TURNOUT AROONA,80105171,2021-10-04,Aroona Down - 7CD - C13,C13,Electrical Turnout
TO000631,96.469KM 7C/D TURNOUT AROONA,80104275,2021-10-11,Aroona 7CD C13,C13,Electrical Turnout
TO000631,96.469KM 7C/D TURNOUT AROONA,80105806,2021-10-21,Aroona Down - 7CD - C13,C13,Electrical Turnout
TO000631,96.469KM 7C/D TURNOUT AROONA,57059730,2022-01-29,Aroona Down - 7CD - C23,C23,Electrical Turnout
TO000631,96.469KM 7C/D TURNOUT AROONA,57060892,2022-02-03,Aroona Down - 7CD - C23,C23,Electrical Turnout
TO000631,96.469KM 7C/D TURNOUT AROONA,57062845,2022-05-31,Aroona Down - 7CD - C23,C23,Electrical Turnout
TO000631,96.469KM 7C/D TURNOUT AROONA,57052697,2022-12-01,Aroona Down - 7CD - C23,C23,Electrical Turnout
TO000631,96.469KM 7C/D TURNOUT AROONA,57075952,2023-04-04,Aroona Down 7CD - C23,C23,Electrical Turnout
TO000631,96.469KM 7C/D TURNOUT AROONA,57070406,2023-05-26,Aroona Down - 7CD - C23,C23,Electrical Turnout
TO000631,96.469KM 7C/D TURNOUT AROONA,57079346,2024-01-23,Aroona Down - 7CD - C23,C23,Electrical Turnout
TO000636,75.952KM 7C/D TURNOUT TUNNEL,57021909,2021-12-31,Tunnell - Down - C23 - 7CD,C23,Electrical Turnout
TO000636,75.952KM 7C/D TURNOUT TUNNEL,57054279,2022-01-07,Tunnel Down - 7CD - C23,C23,Electrical Turnout
TO000636,75.952KM 7C/D TURNOUT TUNNEL,57079339,2024-01-26,Tunnel Down - 7CD - C23,C23,Electrical Turnout
TO000637,75.447KM 8A/B TURNOUT TUNNEL,57052686,2021-08-11,Tunnel Down - 8AB - C23,C23,Electrical Turnout
TO000637,75.447KM 8A/B TURNOUT TUNNEL,57057780,2022-01-05,Tunnel Down - 8AB - C23,C23,Electrical Turnout
TO000637,75.447KM 8A/B TURNOUT TUNNEL,57064497,2022-07-08,Tunnel Down - 8AB - C23,C23,Electrical Turnout
TO000637,75.447KM 8A/B TURNOUT TUNNEL,57070408,2023-05-28,Tunnel Down - 8AB - C23,C23,Electrical Turnout
TO000637,75.447KM 8A/B TURNOUT TUNNEL,57079338,2024-01-26,Tunnel Down - 8AB - C23,C23,Electrical Turnout
TO000638,130.202KM 8A/B TURNOUT TYPHINIA,57052596,2021-08-06,Tryphinia Down - 8AB - C23,C23,Electrical Turnout
TO000638,130.202KM 8A/B TURNOUT TYPHINIA,80106508,2022-01-18,TA DO DN RPLCSWITCH/STOCK 8A/B 130.202km,C10,Electrical Turnout
TO000638,130.202KM 8A/B TURNOUT TYPHINIA,80106484,2022-01-18,SR_TA-DO_DN_RPLCSWTCH/STCK8A/B_130.202km,C10,Electrical Turnout
TO000638,130.202KM 8A/B TURNOUT TYPHINIA,80106411,2022-01-18,TA DO DN RPLCSWITCH/STOCK 8A/B 130.202km,C10,Electrical Turnout
TO000638,130.202KM 8A/B TURNOUT TYPHINIA,57057766,2022-12-31,Tryphinia Down - 8AB - C23,C23,Electrical Turnout
TO000638,130.202KM 8A/B TURNOUT TYPHINIA,57077711,2023-06-13,Tryphinia Down - 8AB - C23,C23,Electrical Turnout
TO000639,115.185KM ER2.2B TURNOUT WALLAROO-TYPHIN,57052588,2021-08-07,Wallaroo Down - ER2.2B - C23,C23,Manual Turnout
TO000639,115.185KM ER2.2B TURNOUT WALLAROO-TYPHIN,57057761,2023-04-02,Wallaroo Down - ER2.2B - C23,C23,Manual Turnout
TO000639,115.185KM ER2.2B TURNOUT WALLAROO-TYPHIN,57079344,2024-01-22,Wallaroo Down - ER2.2B - C23,C23,Manual Turnout
TO000640,115.707KM ER1.2A TURNOUT WALLAROO-TYPHIN,57052589,2021-08-07,Wallaroo Down - ER1.2A - C23,C23,Manual Turnout
TO000640,115.707KM ER1.2A TURNOUT WALLAROO-TYPHIN,57054601,2021-08-24,Wallaroo Down - ER1.2A - C23,C23,Manual Turnout
TO000640,115.707KM ER1.2A TURNOUT WALLAROO-TYPHIN,80106974,2022-04-02,SR_WAL_Sid-Dn_115.570km_BOND-INT-T&C,C10,Manual Turnout
TO000640,115.707KM ER1.2A TURNOUT WALLAROO-TYPHIN,57070409,2023-04-02,Wallaroo Down - ER1.2A - C23,C23,Manual Turnout
TO000640,115.707KM ER1.2A TURNOUT WALLAROO-TYPHIN,57084584,2024-01-22,Wallaroo ER1.2A Down - C23,C23,Manual Turnout
TO000641,115.075KM 12C/D TURNOUT WALLAROO,57052590,2021-10-02,Wallaroo Down - 12CD - C23,C23,Electrical Turnout
TO000641,115.075KM 12C/D TURNOUT WALLAROO,57070410,2022-12-30,Wallaroo Down - 12CD - C23,C23,Electrical Turnout
TO000641,115.075KM 12C/D TURNOUT WALLAROO,57079345,2023-08-21,Wallaroo Down - 12CD - C23,C23,Electrical Turnout
TO000641,115.075KM 12C/D TURNOUT WALLAROO,57084582,2024-01-22,Wallaroo 12CD Down - C23,C23,Electrical Turnout
TO000642,114.923KM 11A/B TURNOUT WALLAROO,57056886,2021-10-02,Wallaroo Down - 11AB - C23,C23,Electrical Turnout
TO000642,114.923KM 11A/B TURNOUT WALLAROO,57057679,2022-12-30,Wallaroo Down - 11AB - C23,C23,Electrical Turnout
TO000642,114.923KM 11A/B TURNOUT WALLAROO,57079343,2023-08-21,Wallaroo Down - 11AB - C23,C23,Electrical Turnout
TO000642,114.923KM 11A/B TURNOUT WALLAROO,57084581,2024-01-22,Wallaroo 11AB Down - C23,C23,Electrical Turnout
TO000643,189.697KM 7A/B TURNOUT BLACKWATER,57052663,2021-07-26,Blackwater Down - 7AB - C23,C23,Electrical Turnout
TO000644,189.598KM 9A/B TURNOUT BLACKWATER,80111405,2023-02-20,SR_BONDS RODDING_BR_9A/B,C01,Electrical Turnout
TO000645,187.687KM 47A/B TURNOUT BLACKWATER,57052662,2021-07-24,Blackwater Down - 47AB - C23,C23,Electrical Turnout
TO000645,187.687KM 47A/B TURNOUT BLACKWATER,57072638,2023-04-01,Blackwater Down - 47AB - C23,C23,Electrical Turnout
TO000646,187.628KM 11A/B TURNOUT BLACKWATER,57053604,2021-07-24,Blackwater Down - 11AB - C23,C23,Electrical Turnout
TO000646,187.628KM 11A/B TURNOUT BLACKWATER,57083690,2023-12-03,Blackwater Down - 11AB - C23,C23,Electrical Turnout
TO000648,181.479KM 7C/D TURNOUT BOONAL,80110540,2022-11-28,SR_SIGNAL BOND_MAINT_T/O 7CD BOONAL,C13,Electrical Turnout
TO000648,181.479KM 7C/D TURNOUT BOONAL,80110611,2022-11-28,Boonal Down - 7CD - C13,C13,Electrical Turnout
TO000648,181.479KM 7C/D TURNOUT BOONAL,80111097,2023-02-06,Boonal Down - 7CD - C13,C13,Electrical Turnout
TO000648,181.479KM 7C/D TURNOUT BOONAL,80107790,2023-03-25,3212 Boonal 7CD C13,C13,Electrical Turnout
TO000649,181.184KM 8A/B TURNOUT BOONAL,80110538,2022-11-28,SR_SIGNAL BOND_MAINT_T/O 8AB BOONAL,C13,Electrical Turnout
TO000649,181.184KM 8A/B TURNOUT BOONAL,80110612,2022-11-28,Boonal Down - 8AB - C13,C13,Electrical Turnout
TO000649,181.184KM 8A/B TURNOUT BOONAL,80111098,2023-02-06,Boonal Down - 8AB - C13,C13,Electrical Turnout
TO000649,181.184KM 8A/B TURNOUT BOONAL,80107827,2023-04-24,3212 Boonal 8AB C13,C13,Electrical Turnout
TO000649,181.184KM 8A/B TURNOUT BOONAL,57079569,2023-11-26,Boonal 8A/B Down - C23 VDR,C23,Electrical Turnout
TO000649,181.184KM 8A/B TURNOUT BOONAL,57086185,2024-02-19,Boonal 8AB - C23 (VDR),C23,Electrical Turnout
TO000650,178.119KM 11A/B TURNOUT BOONAL,57055214,2022-01-20,Boonal Down - 11AB - C23,C23,Electrical Turnout
TO000650,178.119KM 11A/B TURNOUT BOONAL,80107613,2022-05-17,STOCKRAIL CONDITION ROLLING CONTACT FATI,C01,Electrical Turnout
TO000650,178.119KM 11A/B TURNOUT BOONAL,80110542,2022-11-28,SR_SINGAL BOND_MAINT_T/O 11AB BOONAL,C13,Electrical Turnout
TO000650,178.119KM 11A/B TURNOUT BOONAL,80110613,2022-11-29,Boonal Down - 11AB - C13,C13,Electrical Turnout
TO000650,178.119KM 11A/B TURNOUT BOONAL,80111096,2023-02-06,Boonal Down - 11AB - C13,C13,Electrical Turnout
TO000650,178.119KM 11A/B TURNOUT BOONAL,80107812,2023-03-25,3212 Boonal 11AB C13,C13,Electrical Turnout
TO000650,178.119KM 11A/B TURNOUT BOONAL,57076435,2023-05-21,Boonal Down - 11AB - C23,C23,Electrical Turnout
TO000652,170.954KM 9A/B TURNOUT BLUFF,57055215,2022-01-20,Bluff Down - 9AB - C23,C23,Electrical Turnout
TO000653,169.042KM 10A/B TURNOUT BLUFF,57057770,2022-01-20,Bluff Down - 10AB - C23,C23,Electrical Turnout
TO000653,169.042KM 10A/B TURNOUT BLUFF,57054031,2022-06-01,Bluff - 10AB - C23 (57057770),C23,Electrical Turnout
TO000653,169.042KM 10A/B TURNOUT BLUFF,57074767,2023-05-25,Bluff Down - 10AB - C23,C23,Electrical Turnout
TO000653,169.042KM 10A/B TURNOUT BLUFF,80114486,2023-10-01,SR_TSR BLU Dn 10ab C13 U/C,C13,Electrical Turnout
TO000653,169.042KM 10A/B TURNOUT BLUFF,80114815,2023-10-02,SR_BOND/MAINT_BLUFF 10AB 169.042KM,C13,Electrical Turnout
TO000653,169.042KM 10A/B TURNOUT BLUFF,80114580,2023-11-28,Bluff 10AB C13,C13,Electrical Turnout
TO000653,169.042KM 10A/B TURNOUT BLUFF,80115468,2023-11-28,Bluff 10AB - C13,C13,Electrical Turnout
TO000653,169.042KM 10A/B TURNOUT BLUFF,80115315,2023-11-29,SR_BONDING/MAINTAINER_BLUFF,C13,Electrical Turnout
TO000653,169.042KM 10A/B TURNOUT BLUFF,80115301,2023-11-30,SR_TSR C13 Turnout B/U Bluff 10AB.,C13,Electrical Turnout
TO000653,169.042KM 10A/B TURNOUT BLUFF,80115836,2024-01-15,Bluff Down 10AB - C13,C13,Electrical Turnout
TO000653,169.042KM 10A/B TURNOUT BLUFF,80113138,2024-02-12,4215 Bluff 10AB C13,C13,Electrical Turnout
TO000654,168.855KM 12A/B TURNOUT BLUFF,57057769,2022-01-19,Bluff Down - 12AB - C23,C23,Electrical Turnout
TO000654,168.855KM 12A/B TURNOUT BLUFF,57055563,2022-06-01,Bluff Down - 12AB - C23 (57057769),C23,Electrical Turnout
TO000655,57.826KM 7C/D TURNOUT WINDAH,57074760,2023-02-27,Windah Down - 7CD - C23,C23,Electrical Turnout
TO000655,57.826KM 7C/D TURNOUT WINDAH,57084577,2024-02-10,Windah 7CD Down - C23,C23,Electrical Turnout
TO000656,55.123KM 11A/B TURNOUT WINDAH,57052680,2022-06-01,Windah Down - 11AB - C23 (57044936),C23,Electrical Turnout
TO000656,55.123KM 11A/B TURNOUT WINDAH,57066669,2023-02-27,Windah Down - 11AB - C23,C23,Electrical Turnout
TO000656,55.123KM 11A/B TURNOUT WINDAH,57079331,2024-02-10,Windah Down - 11AB - C23,C23,Electrical Turnout
TO000657,198.285KM 7A/B TURNOUT RANGAL,57054433,2022-01-22,Rangal Down - 7AB - C23,C23,Electrical Turnout
TO000657,198.285KM 7A/B TURNOUT RANGAL,57086655,2024-02-20,Rangal 7AB - C23,C23,Electrical Turnout
TO000658,195.252KM 11A/B TURNOUT RANGAL,57084585,2024-01-21,Rangal 11AB Down - C23,C23,Electrical Turnout
TO000659,192.02KM 10A/B TURNOUT SAGITTARIUS,80104858,2021-09-08,Sagittarius Down - 10AB - C13,C13,Electrical Turnout
TO000659,192.02KM 10A/B TURNOUT SAGITTARIUS,57053753,2021-12-01,Sagittarius Down - 10AB - C23,C23,Electrical Turnout
TO000659,192.02KM 10A/B TURNOUT SAGITTARIUS,57073187,2023-05-23,Sagittarius Down - 10AB - C23,C23,Electrical Turnout
TO000660,191.97KM 12C/D TURNOUT SAGITTARIUS,57053784,2021-09-08,Sagittarius Down - 12CD - C23 - HBD,C23,Electrical Turnout
TO000660,191.97KM 12C/D TURNOUT SAGITTARIUS,57070745,2022-11-25,Sagittarius Down - 12CD - C23,C23,Electrical Turnout
TO000660,191.97KM 12C/D TURNOUT SAGITTARIUS,57082276,2024-01-21,Sagittarius Down 12CD - C23,C23,Electrical Turnout
TO000661,4.274KM 11A/B TURNOUT GRACEMERE,57052340,2021-07-13,Gracemere Down - 11AB - C23,C23,Electrical Turnout
TO000661,4.274KM 11A/B TURNOUT GRACEMERE,57060752,2022-04-04,Gracemere Down - 11AB - C23,C23,Electrical Turnout
TO000661,4.274KM 11A/B TURNOUT GRACEMERE,57070411,2022-11-29,Gracemere Down - 11AB - C23,C23,Electrical Turnout
TO000661,4.274KM 11A/B TURNOUT GRACEMERE,57079322,2023-08-06,Gracemere Down - 11AB - C23,C23,Electrical Turnout
TO000662,4.111KM 12C/D TURNOUT GRACEMERE,57052341,2021-07-14,Gracemere Down - 12CD - C23,C23,Electrical Turnout
TO000662,4.111KM 12C/D TURNOUT GRACEMERE,57058928,2022-04-04,Gracemere Down - 12CD - C23,C23,Electrical Turnout
TO000662,4.111KM 12C/D TURNOUT GRACEMERE,57070782,2022-11-29,Gracemere Down - 12CD - C23,C23,Electrical Turnout
TO000662,4.111KM 12C/D TURNOUT GRACEMERE,57079321,2023-08-06,Gracemere Down - 12CD - C23,C23,Electrical Turnout
TO000662,4.111KM 12C/D TURNOUT GRACEMERE,80113142,2024-05-29,4226 Gracemere 12CD C13,C13,Electrical Turnout
TO000663,0.817KM 8A TURNOUT ROCKLANDS,80105916,2021-11-22,SR_RCS_Up&Dn/Fork_0.140kmCABLELOC,T58,Electrical Turnout
TO000665,631.847KM 11A/B TURNOUT ROCKLANDS,57061705,2022-06-20,Rocklands Up - 11AB - C23,C23,Electrical Turnout
TO000665,631.847KM 11A/B TURNOUT ROCKLANDS,57070404,2022-11-07,Rocklands Up - 11AB - C23,C23,Electrical Turnout
TO000665,631.847KM 11A/B TURNOUT ROCKLANDS,57076554,2023-05-29,Rocklands Up - 11AB - C23,C23,Electrical Turnout
TO000665,631.847KM 11A/B TURNOUT ROCKLANDS,57078812,2023-10-30,Rocklands Up - 11AB - C23,C23,Electrical Turnout
TO000665,631.847KM 11A/B TURNOUT ROCKLANDS,80113059,2024-04-14,4235 Rocklands 11AB  C13,C13,Electrical Turnout
TO000665,631.847KM 11A/B TURNOUT ROCKLANDS,80116393,2024-04-17,SUP TSR C13 U/cut Rocklands 11AB 631.810,C13,Electrical Turnout
TO000666,631.73KM 10A/B TURNOUT ROCKLANDS,57059838,2022-06-20,Rocklands Up - 10AB - C23,C23,Electrical Turnout
TO000666,631.73KM 10A/B TURNOUT ROCKLANDS,80110726,2022-10-31,3228 Rocklands 10AB (Unallocated),C13,Electrical Turnout
TO000666,631.73KM 10A/B TURNOUT ROCKLANDS,57070470,2022-10-31,Rocklands Up - 10AB - C23,C23,Electrical Turnout
TO000666,631.73KM 10A/B TURNOUT ROCKLANDS,57070080,2022-11-07,Rocklands Up - 10AB - C23,C23,Electrical Turnout
TO000666,631.73KM 10A/B TURNOUT ROCKLANDS,57076555,2023-05-29,Rocklands Up - 10AB - C23,C23,Electrical Turnout
TO000666,631.73KM 10A/B TURNOUT ROCKLANDS,57078813,2023-10-30,Rocklands Up - 10AB - C23,C23,Electrical Turnout
TO000667,68.234KM 7C/D TURNOUT GRANTLEIGH,57084578,2024-03-02,Grantleigh 7CD Down - C23,C23,Electrical Turnout
TO000668,65.925KM 11A/B TURNOUT GRANTLEIGH,57052683,2022-06-01,Grantleigh Down - 11AB - C23,C23,Electrical Turnout
TO000668,65.925KM 11A/B TURNOUT GRANTLEIGH,57079332,2023-11-02,Grantleigh Down - 11AB - C23,C23,Electrical Turnout
TO000669,57.55KM 8A/B TURNOUT WINDAH,57052681,2023-02-27,Windah Down - 8AB - C23,C23,Electrical Turnout
TO000669,57.55KM 8A/B TURNOUT WINDAH,57084575,2024-02-10,Windah 8AB Down - C23,C23,Electrical Turnout
TO000670,47.505KM 7B/C TURNOUT WESTWOOD,57052677,2023-04-15,Westwood Down - 7BC - C23,C23,Electrical Turnout
TO000670,47.505KM 7B/C TURNOUT WESTWOOD,57078347,2023-07-20,Westwood Down 7B/C - C23,C23,Electrical Turnout
TO000670,47.505KM 7B/C TURNOUT WESTWOOD,80115403,2023-11-29,Westwood 7BC - C13,C13,Electrical Turnout
TO000670,47.505KM 7B/C TURNOUT WESTWOOD,80115129,2024-02-01,C13 Turnout B/U Westwood 7BC,C13,Electrical Turnout
TO000670,47.505KM 7B/C TURNOUT WESTWOOD,57084574,2024-03-11,Westwood 7CD Down - C23,C23,Electrical Turnout
TO000671,36.107KM 12A/B TURNOUT WYCARBAH,57052672,2022-10-15,Wycarbah Down - 12AB - C23,C23,Electrical Turnout
TO000671,36.107KM 12A/B TURNOUT WYCARBAH,80111358,2023-02-28,Wycarbah Down - 12AB - C13,C13,Electrical Turnout
TO000671,36.107KM 12A/B TURNOUT WYCARBAH,80107803,2023-04-24,3218 Wycarbah 12AB C13,C13,Electrical Turnout
TO000671,36.107KM 12A/B TURNOUT WYCARBAH,80111940,2023-04-26,Wycarbah Down - 12AB - C13,C13,Electrical Turnout
TO000671,36.107KM 12A/B TURNOUT WYCARBAH,57079326,2024-01-13,Wycarbah Down - 12AB - C23,C23,Electrical Turnout
TO000672,36.091KM 11C/D TURNOUT WYCARBAH,57052673,2022-10-15,Wycarbah Down - 11CD - C23,C23,Electrical Turnout
TO000672,36.091KM 11C/D TURNOUT WYCARBAH,80111357,2023-02-28,Wycarbah Down - 11CD - C13,C13,Electrical Turnout
TO000672,36.091KM 11C/D TURNOUT WYCARBAH,80111393,2023-03-01,WH-WH DN erect/remove TSR 36.031-36.235k,C13,Electrical Turnout
TO000672,36.091KM 11C/D TURNOUT WYCARBAH,80107831,2023-04-24,3218 Wycarbah 11CD C13,C13,Electrical Turnout
TO000672,36.091KM 11C/D TURNOUT WYCARBAH,80112401,2023-04-26,Wycarbah Down - 11CD - C13,C13,Electrical Turnout
TO000672,36.091KM 11C/D TURNOUT WYCARBAH,57081727,2023-12-13,DO NOT USE - Wycarbah Down - 11CD,C23,Electrical Turnout
TO000672,36.091KM 11C/D TURNOUT WYCARBAH,57079327,2024-01-13,Wycarbah Down - 11CD - C23,C23,Electrical Turnout
TO000673,25.134KM 10A/B TURNOUT WARREN,57052618,2021-07-19,Warren Down - 10AB - C23,C23,Electrical Turnout
TO000673,25.134KM 10A/B TURNOUT WARREN,57066661,2023-06-24,Warren Down - 10AB - C23,C23,Electrical Turnout
TO000674,23.575KM 102B TURNOUT KABRA-WARREN,57052666,2022-02-05,Warren Down - 102B - C23,C23,Electrical Turnout
TO000674,23.575KM 102B TURNOUT KABRA-WARREN,57066658,2022-12-29,Warren Down - 102B - C23,C23,Electrical Turnout
TO000675,23.328KM 101A TURNOUT KABRA-WARREN,80106169,2021-11-11,SR_WR_DN_RplcVEE_101A_T/OUT-23.328km.,C10,Electrical Turnout
TO000675,23.328KM 101A TURNOUT KABRA-WARREN,80106157,2021-11-11,WR DN REPLACE VEE 101A T/OUT 23.328km,C10,Electrical Turnout
TO000675,23.328KM 101A TURNOUT KABRA-WARREN,57052667,2022-02-05,Warren Down - 101A - C23,C23,Electrical Turnout
TO000675,23.328KM 101A TURNOUT KABRA-WARREN,57066657,2022-12-29,Warren Down - 101A - C23,C23,Electrical Turnout
TO000675,23.328KM 101A TURNOUT KABRA-WARREN,57079328,2023-11-01,Warren Down - 101A - C23,C23,Electrical Turnout
TO000676,13.62KM 11A/B TURNOUT KABRA,57064717,2022-12-31,Kabra Down - 11AB - C23,C23,Electrical Turnout
TO000676,13.62KM 11A/B TURNOUT KABRA,57079329,2023-11-01,Kabra Down - 11AB - C23,C23,Electrical Turnout
TO000677,13.559KM 12C/D TURNOUT KABRA,57053838,2021-07-12,Kabra Down - 12CD - C23,C23,Electrical Turnout
TO000677,13.559KM 12C/D TURNOUT KABRA,57066619,2023-06-11,Kabra Down - 12CD - C23,C23,Electrical Turnout
TO000677,13.559KM 12C/D TURNOUT KABRA,57079330,2023-11-01,Kabra Down - 12CD - C23,C23,Electrical Turnout
TO000678,9.083KM 9A/B TURNOUT GRACEMERE,57052693,2021-08-01,Gracemere Down - 9AB - C23,C23,Electrical Turnout
TO000678,9.083KM 9A/B TURNOUT GRACEMERE,57074403,2023-03-19,Gracemere Down - 9AB - C23,C23,Electrical Turnout
TO000678,9.083KM 9A/B TURNOUT GRACEMERE,57079320,2023-09-28,Gracemere Down - 9AB - C23,C23,Electrical Turnout
TO000678,9.083KM 9A/B TURNOUT GRACEMERE,57088957,2024-04-13,Gracemere Down - 9AB - C23,C23,Electrical Turnout
TO000679,9.059KM 10C/D TURNOUT GRACEMERE,57052694,2021-07-11,Gracemere Down - 10CD - C23,C23,Electrical Turnout
TO000679,9.059KM 10C/D TURNOUT GRACEMERE,57057778,2021-11-16,Gracemere Down - 10CD - C23,C23,Electrical Turnout
TO000679,9.059KM 10C/D TURNOUT GRACEMERE,57074402,2023-03-19,Gracemere Down - 10CD - C23,C23,Electrical Turnout
TO000679,9.059KM 10C/D TURNOUT GRACEMERE,57066675,2023-06-11,Gracemere Up - 10CD - C23,C23,Electrical Turnout
TO000679,9.059KM 10C/D TURNOUT GRACEMERE,57084569,2024-02-11,Gracemere 10CD Down - C23,C23,Electrical Turnout
TO000680,141.389KM ER2.2B TURNOUT DINGO-UMOLO,57053429,2021-10-16,Dingo Up - ER2B - C23,C23,Manual Turnout
TO000680,141.389KM ER2.2B TURNOUT DINGO-UMOLO,57059152,2022-01-25,Dingo Up - ER2B - C23,C23,Manual Turnout
TO000683,171.12KM 7A/B TURNOUT BLUFF,57020749,2021-12-31,Bluff - Up - C23 - 7AB,C23,Electrical Turnout
TO000684,224.449KM 7A TURNOUT COMET,80104296,2022-06-13,Comet 7A C13,C13,Electrical Turnout
TO000685,204.173KM 7A TURNOUT TOLMIES,80104280,2022-06-13,Tolmies 7A C13,C13,Electrical Turnout
TO000686,178.565KM 10A/B TURNOUT BOONAL,57052708,2022-01-22,Boonal Up - 10AB - C23,C23,Electrical Turnout
TO000686,178.565KM 10A/B TURNOUT BOONAL,57070783,2022-11-30,Boonal Up - 10AB - C23,C23,Electrical Turnout
TO000687,181.377KM 7A/B TURNOUT BOONAL,57070785,2022-11-28,Boonal Up - 7AB - C23,C23,Electrical Turnout
TO000688,187.439KM 12A/B TURNOUT BLACKWATER,57085583,2024-02-21,Blackwater 12AB - C23,C23,Electrical Turnout
TO000689,140.749KM 11A/B TURNOUT DINGO,57052600,2021-08-05,Dingo Down - 11AB - C23,C23,Electrical Turnout
TO000689,140.749KM 11A/B TURNOUT DINGO,57057767,2022-04-02,Dingo Down - 11AB - C23,C23,Electrical Turnout
TO000690,140.729KM 12C/D TURNOUT DINGO,57052601,2021-08-05,Dingo Down - 12CD - C23,C23,Electrical Turnout
TO000690,140.729KM 12C/D TURNOUT DINGO,57057768,2022-04-02,Dingo Down - 12CD - C23,C23,Electrical Turnout
TO000690,140.729KM 12C/D TURNOUT DINGO,80113141,2024-05-28,4225 Dingo 12CD C13,C13,Electrical Turnout
TO000691,128.372KM 12C/D TURNOUT TYPHINIA,57057765,2022-02-03,Tryphinia Down - 12CD - C23,C23,Electrical Turnout
TO000691,128.372KM 12C/D TURNOUT TYPHINIA,57062848,2022-05-29,Tryphinia Down - 12CD - C23,C23,Electrical Turnout
TO000691,128.372KM 12C/D TURNOUT TYPHINIA,57070412,2023-01-05,Tryphinia Down - 12CD - C23,C23,Electrical Turnout
TO000691,128.372KM 12C/D TURNOUT TYPHINIA,80111022,2023-01-16,Tryphinia Down - 12CD - C13,C13,Electrical Turnout
TO000691,128.372KM 12C/D TURNOUT TYPHINIA,80111014,2023-01-16,SR_BOND_MAINT_TRYPHINIA 12CD,C13,Electrical Turnout
TO000691,128.372KM 12C/D TURNOUT TYPHINIA,80111090,2023-02-19,TA DN 128.260 - 128.430km BCD TSR Suppor,C13,Electrical Turnout
TO000691,128.372KM 12C/D TURNOUT TYPHINIA,80111061,2023-04-01,Tryphinia Down - 12CD - C13,C13,Electrical Turnout
TO000691,128.372KM 12C/D TURNOUT TYPHINIA,80107801,2023-05-22,3215 Tryphinia 12CD C13,C13,Electrical Turnout
TO000691,128.372KM 12C/D TURNOUT TYPHINIA,57077030,2023-09-25,Tryphinia Down - 12CD - C23,C23,Electrical Turnout
TO000691,128.372KM 12C/D TURNOUT TYPHINIA,57084677,2024-01-14,Tryphinia Down - 12CD - C23,C23,Electrical Turnout
TO000691,128.372KM 12C/D TURNOUT TYPHINIA,57088523,2024-04-05,Tryphinia 12CD,C23,Electrical Turnout
TO000692,188.727KM 10A/B TURNOUT BLACKWATER,57057777,2022-01-22,Blackwater Up - 10AB - C23,C23,Electrical Turnout
TO000693,195.404KM 11C/D TURNOUT RANGAL,57054511,2021-10-04,Rangal Up - 11CD - C23,C23,Electrical Turnout
TO000693,195.404KM 11C/D TURNOUT RANGAL,57076324,2023-09-02,Rangal Up - 11CD - C23,C23,Electrical Turnout
TO000693,195.404KM 11C/D TURNOUT RANGAL,57080546,2024-01-21,Rangal Up - 11CD - C23,C23,Electrical Turnout
TO000694,195.472KM 10A/B TURNOUT RANGAL,57055224,2022-01-22,Rangal UP - 10AB - C23,C23,Electrical Turnout
TO000695,15.427KM 9A TURNOUT KABRA,57052277,2021-07-12,Kabra Up - 9A - C23,C23,Electrical Turnout
TO000695,15.427KM 9A TURNOUT KABRA,57064790,2022-12-01,Kabra Up - 9A - C23,C23,Electrical Turnout
TO000696,25.267KM 10C/D TURNOUT WARREN,57052617,2021-07-19,Warren Up - 10CD - C23,C23,Electrical Turnout
TO000697,25.444KM 46A TURNOUT WARREN,57052278,2021-07-12,Warren Up - 46A - C23,C23,Electrical Turnout
